Gene,Description,exo_K_I_normalized_values,exo_K_II_normalized_values,exo_K_III_normalized_values,exo_C_I_normalized_values,exo_C_II_normalized_values,exo_C_III_normalized_values,average_K,st_deviation_K,average_C,st_deviation_C
Aimp2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,5.204728415752075,5.411658804181805,2.730992815664425,8.219314917609601,5.501522465825462,5.465607965517127,4.449126678532768,1.2178377079794858,6.395481782984064,1.289728121233725
Blmh,Bleomycin hydrolase,5.166439545891723,0.3867978891527835,1.158485806105677,1.0485220962295956,2.4935570310756354,0.2571513143761402,2.2372410803833946,2.0950780889257303,1.2664101472271236,0.9259172153409727
Gspt1,Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,4.595289243027003,5.270626269062969,4.589927406321994,5.223070331715003,5.182355211542138,4.86549174728461,4.818614306137323,0.3196282197534454,5.090305763513917,0.15983415711821647
Gale,UDP-glucose 4-epimerase,0.6599642437489034,0.9660246375354098,0.49937300612952573,0.9449216590087998,0.8713288242300232,0.5751670566345983,0.7084539624712796,0.19357061741523796,0.797139179957807,0.1598075800917141
Hnrnpl,Heterogeneous nuclear ribonucleoprotein L,2.2829123824691635,1.0435593182084189,0.741775662519372,2.2749677076311867,1.144056014947288,1.5892884531841602,1.356082454398985,0.6668476239667703,1.6694373919208783,0.465158183451434
Golph3l,Isoform 3 of Golgi phosphoprotein 3-like,0.9890562215543723,0.912656521523862,0.7550051514604081,0.7396132687034839,0.23261077792082163,,0.8855726315128809,0.09745128244966861,0.48611202331215275,0.2535012453913311
Gtf2f2,General transcription factor IIF subunit 2,,0.6287951034641519,1.1065067494366552,0.8608926049692152,1.0812810775163746,0.9707881826092927,0.8676509264504035,0.23885582298625163,0.9709872883649608,0.08997332730775999
Kiaa0513,Uncharacterized protein KIAA0513,0.8088269878343228,,,0.7944538036229275,0.17494381334169504,0.7320942219874967,0.8088269878343228,0.0,0.5671639463173731,0.2785075150261125
Fahd1,"Acylpyruvase FAHD1, mitochondrial",0.4727920140115192,0.578699782423019,0.14970104250427677,0.5390450761126395,0.19571165618419425,0.5625141947707294,0.400397612979605,0.1824658720392106,0.43242364235585445,0.16765465135340174
Sec14l4,SEC14-like protein 4,0.5588113698103736,0.26307057166154507,0.6704052277224147,0.3286542088477038,0.37727258798385405,0.5588990913810525,0.49742905639811114,0.17186471774225534,0.42160862940420346,0.09908730127121602
Nup133,Nuclear pore complex protein Nup133,0.9731353328846447,0.781748963783919,0.7168347017504069,0.7679512092030966,0.9407032748766935,0.5390650197107707,0.8239063328063235,0.10879778245938825,0.7492398345968536,0.16450108137015004
Gga1,ADP-ribosylation factor-binding protein GGA1,0.7399654543192928,0.48519606700426615,0.62863796351955,0.7225814605708166,1.1906242063369343,0.1771825948198558,0.6179331616143696,0.10428424222956022,0.6967960872425355,0.4141373677874226
Ace2,Isoform 2 of Angiotensin-converting enzyme 2,,0.8718217131976959,1.067425265296125,0.9188887981986881,,0.7216739080042216,0.9696234892469104,0.09780177604921453,0.8202813531014548,0.09860744509723324
Vps37b,Vacuolar protein sorting-associated protein 37B,,1.3201595255791925,,,,1.3072816859421783,1.3201595255791925,0.0,1.3072816859421783,0.0
Stap2,Signal-transducing adaptor protein 2,1.0248280767923659,0.8682234115327743,,,1.1744364468939492,0.9002954937904424,0.9465257441625701,0.0783023326297958,1.0373659703421958,0.13707047655175342
Adhfe1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",0.956042967474528,0.8633538593318075,0.9347484276117656,1.0505090083523951,1.1552170619238529,0.9416520437114447,0.918048418139367,0.03963992456566051,1.0491260379958975,0.08719303759005749
Aamdc,Mth938 domain-containing protein,,1.0439631467014245,1.0547787082517468,,,,1.0493709274765857,0.005407780775161131,,
Eppk1,Epiplakin,0.03457566731304458,0.2322965233392377,0.00584340696739593,0.46062026735636286,0.08323699314416061,0.26509391773731644,0.09090519920655941,0.10066451079745567,0.2696503927459466,0.1540997620853858
Cacul1,Isoform 2 of CDK2-associated and cullin domain-containing protein 1,,1.272930636119085,,1.354257581394841,,1.3539404683544642,1.272930636119085,0.0,1.3540990248746527,0.00015855652018836874
Sgpl1,Sphingosine-1-phosphate lyase 1,4.187633273804367,4.86295123328965,3.713020963178713,5.095234992934938,3.3235234029486995,5.1671814717704265,4.254535156757576,0.47183457764091197,4.528646622551355,0.8526568496072765
Aldh1l1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,22.961207188566885,28.37508819530116,21.066809191572137,21.07798582440025,21.755146939778996,22.732938441448336,24.134368191813394,3.0967688056790625,21.855357068542528,0.6793372228864833
Slc25a42,Mitochondrial coenzyme A transporter SLC25A42,0.5643544494570203,0.4654264751110468,0.32833331244780745,0.8938379755285683,0.7545628939736763,0.2026527090515278,0.4527047456719582,0.09677422548978433,0.6170178595179241,0.29846635268352545
Vps37c,Vacuolar protein sorting-associated protein 37C,4.69363947992119,10.179206287219003,14.480332567106947,7.886246559725368,4.268282015062477,6.134226317988253,9.78439277808238,4.005142417437858,6.096251630925366,1.4772719043905636
Flad1,Isoform 2 of FAD synthase,0.6005289859418348,0.21474277212076104,0.39630021078295585,0.17454691120032215,0.7783950356430744,0.4634109444845702,0.40385732294851723,0.15758718888668577,0.4721176304426556,0.2465968290327851
Sccpdh,Saccharopine dehydrogenase-like oxidoreductase,0.9693538691606636,0.2144272100197564,0.10536151172187845,0.39994459320400805,0.41694358392382297,0.11246244475005124,0.4297141969674328,0.3841718916404601,0.30978354062596075,0.13969956473238204
Apeh,Isoform 2 of Acylamino-acid-releasing enzyme,0.41962576160426124,0.8338336910055884,0.41863070391824675,0.515019637694334,0.4296523417128742,0.4340811624345867,0.5573633855093654,0.1954944498800085,0.45958438061393164,0.03924032287434269
Bphl,Valacyclovir hydrolase,0.5970075033151859,0.41425705672498503,0.39035507443951717,0.6880013085228631,2.054556291655462,0.24429987732160552,0.4672065448265627,0.09230038933727083,0.9956191591666435,0.7703802645167048
Ero1a,ERO1-like protein alpha,0.3670031552573186,1.6851765288029144,0.47619987931019825,1.6822055909959723,1.9006013381280866,0.5748282821847246,0.8427931877901438,0.5973208244865001,1.3858784037695946,0.5803883185037829
Dock7,Isoform 2 of Dedicator of cytokinesis protein 7,0.8199137718485742,0.6083328836329653,0.7539899903586705,0.47872921990790673,0.9146995991727538,0.580102005876241,0.7274122152800699,0.08839834712113495,0.6578436083189672,0.18628000512106468
Eif3c,Eukaryotic translation initiation factor 3 subunit C,6.94224704631931,7.915402610524042,6.440505088297908,9.619170493016156,7.8726889525258645,7.309818451661697,7.099384915047087,0.6122907302953551,8.267225965734573,0.983199302895311
Niban2,Protein Niban 2,0.11763898236565457,0.3044703043957201,0.5021203997909993,0.34492943030127693,0.015152066583392396,0.3125372985413859,0.30807656218412466,0.15698459352810787,0.22420626514201838,0.14841396161015225
Hid1,Isoform 2 of Protein HID1,0.44301392600194156,1.4010256938234829,0.8919825498705499,0.9094950949933913,0.4875961413255814,1.4829352679645256,0.9120073898986581,0.39136290275970387,0.9600088347611662,0.4079123457178751
Uqcr10,Cytochrome b-c1 complex subunit 9,0.3392634623201635,0.3936827327261966,0.4802712337111383,0.1068612469965781,0.5444788339460305,0.4161523129926633,0.4044058095858328,0.05806339168624581,0.35583079797842393,0.18367780120285848
Phykpl,Isoform 2 of 5-phosphohydroxy-L-lysine phospho-lyase,,0.16457717270234418,0.7276258146036217,,0.7953770748285379,0.514942079675708,0.44610149365298296,0.2815243209506388,0.655159577252123,0.14021749757641494
Znf830,Zinc finger protein 830,1.2086773185754807,,1.248489124180123,1.0605712171287816,1.2474822318846357,0.855833554533914,1.2285832213778018,0.019905902802321185,1.0546290011824437,0.15994510321858793
Dync1li1,Cytoplasmic dynein 1 light intermediate chain 1,5.669765421445088,5.513812203533916,5.174819792286827,6.4249683810786005,5.944512646159808,5.711301103297019,5.452799139088611,0.20661516478786027,6.0269273768451415,0.29712442592231236
Rbks,Ribokinase,,1.0183459550861533,0.713285584091238,,1.2691617697358923,1.0278578515344827,0.8658157695886957,0.15253018549745767,1.1485098106351876,0.12065195910070481
Stard7,"StAR-related lipid transfer protein 7, mitochondrial",0.7804534391305216,,,,,1.362011644300411,0.7804534391305216,0.0,1.362011644300411,0.0
Coq6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",,0.9695836645557316,0.7601232676720934,0.5474252167329817,0.6062998745305821,1.054006630438553,0.8648534661139125,0.10473019844181913,0.7359105739007056,0.22620843223510062
Mtss1,Isoform 2 of Protein MTSS 1,0.7965548027436633,0.6747193500031694,0.7301665271747029,0.5472532211700474,0.90768831498775,0.803989226810788,0.7338135599738452,0.04980592349174808,0.7529769209895285,0.15150369791470505
Chmp7,Isoform 2 of Charged multivesicular body protein 7,,,1.2968653575515148,1.3951180101124345,,,1.2968653575515148,0.0,1.3951180101124345,0.0
Cog4,Conserved oligomeric Golgi complex subunit 4,0.7037768963196438,0.8542950658713137,0.75524254594926,0.9696067367480488,,0.9303142897084286,0.7711048360467392,0.06246406447789933,0.9499605132282387,0.019646223519810102
Tmed4,Transmembrane emp24 domain-containing protein 4,1.706765700209462,1.3265127396336265,0.9923699076255236,3.1057469741458523,2.861760593570397,1.3430553784648274,1.3418827824895372,0.291853291659186,2.4368543153936923,0.779820246080943
Spart,Spartin,0.7087929891315212,0.6590577039425293,0.5875916002202087,0.8041194213158414,1.1097704752843118,0.6960262888973103,0.6518140977647531,0.04974465828174816,0.8699720618324879,0.1752112831974042
Rnf121,E3 ubiquitin ligase Rnf121,,,,,,,,,,
Sdsl,Serine dehydratase-like,0.9620952641153616,0.3039769095638503,0.45510726222431797,0.5429268463949778,0.6958106204800584,0.32424628142486767,0.57372647863451,0.2814638295598248,0.5209945827666346,0.1524812177620084
Ctbs,Isoform 2 of Di-N-acetylchitobiase,,,,,,,,,,
Ero1b,ERO1-like protein beta,28.800501748108065,43.081946034103424,33.988788986888274,42.85397098672255,39.86861541803683,35.40379173505154,35.29041225636659,5.902574583757664,39.37545937993698,3.0614479013415705
Fuom,Isoform 2 of Fucose mutarotase,0.2906687790564661,0.4369569888368852,0.3693787417360446,0.3088605880193994,0.08284231998019638,0.6518023649690726,0.3656681698764653,0.05977951900014923,0.3478350909895562,0.23390616652803903
Utp4,U3 small nucleolar RNA-associated protein 4 homolog,0.849337920728741,2.5196382566367124,,,,,1.6844880886827267,0.8351501679539857,,
Gfm2,"Isoform 2 of Ribosome-releasing factor 2, mitochondrial",0.6789707541742466,0.5664434771648166,0.3743363170058593,0.807100516241856,0.8274825667930062,0.5742252798345682,0.5399168494483075,0.1257730272110114,0.7362694542898102,0.11488426887474797
Aagab,Alpha- and gamma-adaptin-binding protein p34,,,,,,,,,,
Seh1l,Isoform 2 of Nucleoporin SEH1,1.0327709595269667,0.8608793454806543,0.9493809101984906,1.04905358674379,0.9578081983708512,0.9306200760973119,0.9476770717353705,0.07018479913292203,0.9791606204039843,0.05065286142640009
Ntmt1,N-terminal Xaa-Pro-Lys N-methyltransferase 1,1.3295504813405568,1.1330993006497119,1.0404876222902684,1.0290998404688667,,1.275094458644493,1.1677124680935125,0.1205207800642726,1.1520971495566799,0.12299730908781314
Nudt4,Diphosphoinositol polyphosphate phosphohydrolase 2,,,,,,,,,,
Blzf1,Isoform 2 of Golgin-45,,3.6593796682818343,,4.443929947127756,6.9110128161934625,,3.6593796682818343,0.0,5.6774713816606095,1.2335414345328535
Abhd6,Isoform 2 of Monoacylglycerol lipase ABHD6,0.5241589312329382,0.02920216882484665,0.21714069157139831,0.26987944903668115,0.07459802044908805,0.07456878419024539,0.2568339305430611,0.2040052516945273,0.1396820845586715,0.09206344008872168
Mcam,Cell surface glycoprotein MUC18,0.9850720011728095,0.9515979897426717,1.0911420488452004,0.9342267165084507,,0.7876185781321012,1.0092706799202273,0.0594828723109605,0.860922647320276,0.07330406918817473
Dolk,Dolichol kinase,,1.3208532259733219,1.2291094523246875,,1.382477382620043,1.2714775441455854,1.2749813391490048,0.045871886824317205,1.3269774633828142,0.055499919237228745
Ptrh2,"Peptidyl-tRNA hydrolase 2, mitochondrial",4.278972197973793,6.768493616862793,5.954724045251904,5.2316378102254895,4.3869781367136005,6.876082046805693,5.667396620029497,1.0364513208509372,5.498232664581594,1.0335099357967168
Vwa1,von Willebrand factor A domain-containing protein 1,1.1067640065215314,0.8888734086883281,0.5162583701988813,1.0597991266242963,0.9290230212574632,0.8383288280643666,0.8372985951362469,0.24381577427353276,0.9423836586487088,0.09090710738507143
Vps18,Vacuolar protein sorting-associated protein 18 homolog,,1.1433514290811468,1.50252876501238,,,1.4256182209231467,1.3229400970467635,0.17958866796561657,1.4256182209231467,0.0
Ubqln1,Isoform 2 of Ubiquilin-1,0.7973012332269364,1.067989219605662,0.9991266996180594,1.415750226396225,1.0564632396199765,0.7947915409232664,0.9548057174835526,0.1148658887151091,1.0890016689798225,0.25454729004644094
Rfc3,Replication factor C subunit 3,,,,1.3535408040174028,,1.3808664071659773,,,1.36720360559169,0.013662801574287231
Pspc1,Isoform 2 of Paraspeckle component 1,,,,,,,,,,
Nup58,Isoform 2 of Nucleoporin p58/p45,1.0938547865286838,1.025124089271446,,0.9507766786678119,1.122996015295164,1.5234855832066838,1.0594894379000648,0.03436534862861895,1.1990860923898865,0.23991824608775839
Commd5,COMM domain-containing protein 5,,1.2532179818984672,1.300543913582802,1.2827163903631968,1.1638399939739046,1.1829370224765934,1.2768809477406347,0.023662965842167427,1.209831135604565,0.05212401490887626
Rbm19,Probable RNA-binding protein 19,0.7127614943103191,0.9533555828988545,,0.2295822613756979,,0.985742770258126,0.8330585386045868,0.12029704429426769,0.6076625158169119,0.378080254441214
Wipi1,Isoform 2 of WD repeat domain phosphoinositide-interacting protein 1,,1.1475582521219967,,1.0738306053975728,,,1.1475582521219967,0.0,1.0738306053975728,0.0
Mcat,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",0.21992657168686863,0.7056365062257623,,0.29073102829994013,0.4706303542171912,0.568291956629432,0.46278153895631546,0.24285496726944686,0.44321777971552107,0.11495971515967246
Ppp1r8,Nuclear inhibitor of protein phosphatase 1,0.946328140097423,,,0.946061884617237,0.9407407688272701,,0.946328140097423,0.0,0.9434013267222535,0.0026605578949834285
Tcf25,Isoform 2 of Ribosome quality control complex subunit TCF25,0.4299679476500497,0.5202982071604094,0.13003061299226587,1.6072893302253761,0.7279371569814483,0.5292659485349057,0.36009892260090837,0.16681019005731407,0.9548308119139102,0.46843295561143555
Nop14,Nucleolar protein 14,,1.3408266495346668,,,1.3157611544009626,,1.3408266495346668,0.0,1.3157611544009626,0.0
Ints14,Isoform 2 of Integrator complex subunit 14,,1.0663520990250124,0.9840896345549239,,,,1.0252208667899683,0.041131232235044224,,
Saraf,Store-operated calcium entry-associated regulatory factor,,,,,,,,,,
Mix23,Protein MIX23,0.626523347349295,0.34944359105641093,0.7152447657823164,0.9055778758602888,1.0555164891769766,0.6704275212277769,0.5637372347293408,0.15579729739024636,0.8771739620883475,0.15848967379026693
Exoc1,Exocyst complex component 1,1.0026593677046476,0.9140002765961941,0.5347108492316939,0.6995560188902481,0.8413556527021625,0.5820046408056977,0.8171234978441785,0.20294956135500486,0.7076387707993694,0.10603375249340297
Sh3glb2,Isoform 1 of Endophilin-B2,,,,,,,,,,
,Uncharacterized protein C19orf47 homolog,,,,,,,,,,
Micos13,MICOS complex subunit MIC13,0.04609788183500257,0.1432515444140576,0.6621992552351128,0.10440356767569955,0.30751404987129555,0.4169980363209873,0.2838495604947243,0.27045773196655587,0.2763052179559941,0.12951015107973993
Hexim1,Protein HEXIM1,,1.102828315514068,,1.1037663766019368,1.2827093771440092,1.1285824973595402,1.102828315514068,0.0,1.1716860837018288,0.07915633782764073
Arhgef12,Rho guanine nucleotide exchange factor 12,,,,,,,,,,
Cpa5,Carboxypeptidase A5,1.573836768187987,1.5774344466452004,,1.5274176269644597,,1.6373889238219161,1.5756356074165936,0.0017988392286066857,1.582403275393188,0.05498564842872822
Slc30a5,Proton-coupled zinc antiporter SLC30A5,,,,,,,,,,
Clybl,"Citramalyl-CoA lyase, mitochondrial",1.467507568841473,2.163245474637167,2.535719114218116,1.138527939556786,0.9632756902840688,1.9546892811683207,2.055490719232252,0.44270177463936816,1.3521643036697253,0.4320151224984676
Nup35,Nucleoporin NUP35,0.8924342960144468,0.5106821752277347,0.6050478630098368,0.21279016499332493,0.5368710858465158,0.6216148609921113,0.6693881114173394,0.16235438830973525,0.45709203727731734,0.176177808775831
Rbm12,RNA-binding protein 12,,1.3404221710682298,,,,1.303513851064241,1.3404221710682298,0.0,1.303513851064241,0.0
Snap47,Synaptosomal-associated protein 47,0.8934504393593082,0.5794454319436625,0.7564515610555665,0.831577971919407,0.8716598563462981,0.6637866202850218,0.743115810786179,0.128538367416012,0.789008149516909,0.09004429614429386
Prpsap2,Phosphoribosyl pyrophosphate synthase-associated protein 2,,0.9768995380102594,,0.9201522792189858,,0.8076895493580225,0.9768995380102594,0.0,0.8639209142885041,0.05623136493048164
Actr1b,Beta-centractin,0.2496229461951438,0.9514639327224201,0.1661816684287045,0.6439194109864173,,0.4490059961460566,0.45575618244875615,0.35216969580952207,0.5464627035662369,0.09745670742018034
Usp15,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 15,,0.6912183893343129,0.483612502766035,0.7985982668467394,0.9454849516901724,0.8152601476490631,0.5874154460501739,0.10380294328413894,0.853114455395325,0.06566904906313696
Gstm4,Glutathione S-transferase Mu 4,0.9188486087325438,1.345474983278215,,1.357017730659212,1.2256544801648404,0.9225921403842512,1.1321617960053794,0.21331318727283555,1.1684214504027677,0.1819122739916995
Arl6ip5,PRA1 family protein 3,0.17344419492626623,0.19763937124365116,0.16523458116957335,0.327567245339413,0.10268662761901944,0.1588441436206385,0.17877271577983023,0.013755300937006382,0.19636600552635697,0.09556408198073271
Tmx1,Thioredoxin-related transmembrane protein 1,0.45954695791435385,0.18649703920040125,0.49010761598102326,0.3776248985751048,0.7028472201294365,0.017175298636954182,0.3787172043652595,0.13649159284823123,0.36588247244716515,0.2800475071713438
Aspscr1,Tether containing UBX domain for GLUT4,0.535597988454046,1.0818299163498817,1.0015000218325096,0.8603971285494192,0.8086321730402766,1.1062667856069532,0.872975975545479,0.24080580366579404,0.9250986957322164,0.12983659023650057
Exosc2,Exosome complex component RRP4,,,,,,,,,,
Cops8,COP9 signalosome complex subunit 8,2.4851042923049924,3.2669744583352975,1.6600276638522058,3.424527587942946,3.984867497929164,3.154294621062182,2.470702138164165,0.6561123209775356,3.521229902311431,0.34590589197057603
Nae1,NEDD8-activating enzyme E1 regulatory subunit,1.036538165730418,0.8210399714648664,1.0087057618288808,0.9004490489226764,1.1658518122362722,0.7832426471592955,0.9554279663413885,0.0957035720403847,0.9498478361060814,0.1600575384700115
Dhrsx,Dehydrogenase/reductase SDR family member on chromosome X homolog,,1.2368650890934019,,,1.3674091277021123,1.3031822078569637,1.2368650890934019,0.0,1.335295667779538,0.032113459922574306
Clptm1,Putative lipid scramblase CLPTM1,0.6245102187689497,0.5499446328257023,0.42464520615298496,0.557864943657645,0.11238064625418932,0.49550153616829623,0.5330333525825456,0.0824661521134252,0.38858237536004353,0.1969565857733093
Eml3,Echinoderm microtubule-associated protein-like 3,,,,1.0446251451182282,1.2302351555741002,,,,1.1374301503461641,0.092805005227936
Akr1c13,Aldo-keto reductase family 1 member C13,,0.7051735139011523,,0.40858183892875544,,0.8407261222024933,0.7051735139011523,0.0,0.6246539805656244,0.21607214163686894
Tkfc,Triokinase/FMN cyclase,0.0612641631182517,0.3810669109136827,0.41981627534585036,0.05140987750653675,0.39025141498081817,0.22242297146265902,0.2873824497925949,0.1606704452959112,0.22136142131667133,0.13833351497020538
Ccdc9,Coiled-coil domain-containing protein 9,0.863024307475994,1.0331412190612443,1.1771030291303275,0.9437352933700055,1.143299722496841,0.8831248846327463,1.0244228518891887,0.12837021537624466,0.9900533001665309,0.11115081310125217
Rmc1,Regulator of MON1-CCZ1 complex,0.8292153116052607,0.2969903288990683,0.5718946096117682,0.6103260128253458,0.4733550649774392,0.4635876893407571,0.5660334167053658,0.21731946260573207,0.515756255714514,0.06698969884347046
Rbms2,"RNA-binding motif, single-stranded-interacting protein 2",,1.457537032601871,1.5036250138447689,1.4363345584693021,,1.4561016795531672,1.48058102322332,0.023043990621448907,1.4462181190112346,0.009883560541932512
Lsm1,U6 snRNA-associated Sm-like protein LSm1,,,1.3186379814214295,,,1.41864173114229,1.3186379814214295,0.0,1.41864173114229,0.0
Scrn2,Secernin-2,1.6052010657461888,3.1924785659480186,3.1906990707290026,2.601252334415834,2.409954542390703,3.1804678984527217,2.662792900807737,0.747830711165055,2.730558258419753,0.3275797352852882
Gpn1,GPN-loop GTPase 1,1.1304133875757716,0.9928133575129949,,1.352932198121705,,0.961321514659757,1.0616133725443833,0.06880001503138833,1.157126856390731,0.19580534173097403
Mavs,Mitochondrial antiviral-signaling protein,0.9889528510598597,1.4135490569153626,1.5132817546457127,1.1159800479979054,0.3101781501099351,1.5522645293206052,1.305261220873645,0.22733952781369995,0.9928075758094819,0.5145050934531968
C8g,Complement component C8 gamma chain,,,,0.8731002847826628,0.5866702409020152,,,,0.729885262842339,0.14321502194032376
Plbd1,Phospholipase B-like 1,0.3368430156752208,,,,1.0215736103931428,,0.3368430156752208,0.0,1.0215736103931428,0.0
Sycn,Syncollin,35.63326922308035,34.485714290821214,45.719239920444046,91.91946014646399,54.32658158434156,46.391448621378,38.612741144781864,5.046844837255852,64.21249678406119,19.857801957234614
Sco2,"Protein SCO2 homolog, mitochondrial",,,,,,,,,,
Zfyve21,Zinc finger FYVE domain-containing protein 21,,,,,,,,,,
Fgg,Fibrinogen gamma chain,0.4492236523241841,0.021892470117918335,0.22232040581537105,1.0104135319196792,0.048037573674555925,0.22431202307288456,0.23114550941915782,0.17456879572566678,0.4275877095557066,0.41835600851296634
Ncln,BOS complex subunit NCLN,0.42308296738567885,1.3221623049630815,1.2144302691827782,0.8349811261920623,0.6839209504609346,0.7900726311398725,0.9865585138438462,0.4008574696618819,0.7696582359309566,0.06333695509884235
Cth,Cystathionine gamma-lyase,27.4487694107743,27.821835685189072,19.771833930023732,29.951824769563896,29.812512345869912,30.273734283270905,25.0141463419957,3.710002172489297,30.012690466234904,0.1931491542106198
Hsd17b13,Isoform 2 of 17-beta-hydroxysteroid dehydrogenase 13,41.223927617886226,61.59454943329873,45.52944575080599,54.7418844014753,51.334991421074015,54.98674987635542,49.449307600663644,8.766015665744504,53.687875232968246,1.6667406215730367
Fam20b,Glycosaminoglycan xylosylkinase,0.9968598748114731,1.3429465541309167,,0.9273030472348912,0.9295109218609438,1.1727923528500028,1.169903214471195,0.1730433396597218,1.0098687739819459,0.1152078935113188
Rnpep,Aminopeptidase B,0.5811180728163644,0.7361997194162192,0.32657044432387033,0.7463850004882087,2.0713472385522165,0.7698802185717771,0.547962745518818,0.16886580974119927,1.1958708192040675,0.6191296186013558
Ces1d,Carboxylesterase 1D,10.525245251565412,16.998283111429966,9.898386986174222,16.32806268945957,13.771626292212797,18.935718316240852,12.473971783056534,3.209390655379766,16.345135765971076,2.1082663060144493
Acsf2,"Medium-chain acyl-CoA ligase ACSF2, mitochondrial",0.6022997227904868,0.4156931080245932,0.006100042084983489,0.38187375422321795,1.0154646477292522,0.2879591556058965,0.34136429096668786,0.24900748931475494,0.5617658525194555,0.3230964103168783
Micu1,"Isoform 2 of Calcium uptake protein 1, mitochondrial",0.7751729227611666,0.9922055348585057,,,1.159924779805499,1.1053003971261257,0.8836892288098361,0.10851630604866958,1.1326125884658125,0.027312191339686653
Utp6,U3 small nucleolar RNA-associated protein 6 homolog,,,,,,,,,,
Sgsm3,Small G protein signaling modulator 3,0.6362440887514687,0.382026921672043,0.6860170676519032,0.18449752473352735,0.48604888156814013,0.4258978594225102,0.5680960260251383,0.13313056511867857,0.36548142190805927,0.13030966872198999
Tmem97,Sigma intracellular receptor 2,40.90778827123884,51.52549576845359,33.44424183322095,44.714828934182094,30.18083402840446,39.199550036379854,41.95917529097113,7.418984520203899,38.03173766632214,5.990664475055469
Gripap1,GRIP1-associated protein 1,1.010212577271041,1.0918658311193206,0.8710309684613249,0.7467193824722989,1.1414185833381565,,0.9910364589505622,0.09116944581994821,0.9440689829052277,0.19734960043292882
Sft2d2,Vesicle transport protein SFT2B,,,,,,,,,,
Bles03,UPF0696 protein C11orf68 homolog,0.7677726865333484,0.14934845769510618,1.3587023721469171,0.24991391339453317,0.6049706716962311,1.3287890446649453,0.7586078387917906,0.49375919800754026,0.7278912099185698,0.4489431896176392
Pik3r4,Phosphoinositide 3-kinase regulatory subunit 4,1.2039448768438985,1.0781731658241303,1.16525193820925,1.1493050038822548,1.3275654481574388,1.013800733191997,1.149123326959093,0.05259740106921662,1.1635570617438968,0.12848972709729223
Alg12,"Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase",,,,,,,,,,
Lars2,"Probable leucine--tRNA ligase, mitochondrial",0.13690766735302662,0.5386463884055659,0.7941367141629475,0.3650246489828959,0.41844179144517163,0.8448269262783946,0.48989692330718,0.27051788326985376,0.5427644555688208,0.2147007994637932
Fyco1,FYVE and coiled-coil domain-containing protein 1,1.0938988918283166,,0.7540565075161038,1.0349102220306063,1.465059302884844,,0.9239776996722102,0.1699211921561064,1.2499847624577252,0.21507454042711882
Myh9,Myosin-9,11.7600922976626,12.615353019176151,10.710037965216337,13.896242457348572,9.684844316518973,13.412611998711846,11.695161094018362,0.7791954866469601,12.33123292419313,1.8816666552555594
Washc1,WASH complex subunit 1,0.06924379332786909,0.0017811546930754998,0.6114199358287673,0.21213173690873924,0.179804354310616,0.09551337306076903,0.22748162794990398,0.2728788132676675,0.1624831547600414,0.04915945932742758
Dapk2,Isoform 2 of Death-associated protein kinase 2,,,1.5762443195585116,,,1.5991288451405394,1.5762443195585116,0.0,1.5991288451405394,0.0
Parn,Poly(A)-specific ribonuclease PARN,,,,,1.3791340639616914,1.4396946308130645,,,1.409414347387378,0.03028028342568656
Ppcs,Phosphopantothenate--cysteine ligase,0.7249168288164619,,,,0.3489356750119085,,0.7249168288164619,0.0,0.3489356750119085,0.0
Alg9,"Alpha-1,2-mannosyltransferase ALG9",1.0000312360478987,0.7783847013023534,0.8578880312158964,1.2101028837082928,0.985637477081118,0.9417587859617367,0.8787679895220495,0.09168342665690121,1.045833048917049,0.11752948240149326
Hdlbp,Vigilin,86.20219843469916,111.00883318768241,95.10049725972817,118.85124405763405,96.10309260535006,98.31900651603142,97.43717629403659,10.261167367767715,104.4244477263385,10.241318531758157
Nit1,Isoform 2 of Deaminated glutathione amidase,0.7827777620440647,0.8300910464908609,1.5501487295931218,0.8590038191412878,0.7214807268830977,0.2009288888173789,1.0543391793760157,0.3511219819247556,0.5938044782805881,0.28342144334672553
Adpgk,Isoform 3 of ADP-dependent glucokinase,3.878049332409301,6.5975226555145525,4.039651028544703,4.39073244625397,4.054864334059936,5.0179104957903435,4.838407672156186,1.2456304750487845,4.487835758701416,0.3991125717322681
Psmd2,26S proteasome non-ATPase regulatory subunit 2,4.078382627981723,5.187512866427194,4.63863032564375,5.169064370946334,3.638910111185351,4.698463492120987,4.634841940017555,0.4528084476227347,4.502145991417557,0.6399210552758318
Hnrnpul1,Heterogeneous nuclear ribonucleoprotein U-like protein 1,0.18327535922843352,0.3416820958172308,0.8048391115281645,0.18002935455540015,0.01903452287918914,0.20555442945167626,0.44326552219127624,0.2637230478218247,0.13487276896208852,0.0825701996436442
Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,34.20079794913827,30.593946371699626,23.65619930800674,36.073135549525496,30.625990118680757,29.677245458097843,29.483647876281548,4.375820851553375,32.12545704210137,2.8181735582027776
