Gene,Description,endo_K_I_normalized_values,endo_K_II_normalized_values,endo_C_I_normalized_values,endo_C_II_normalized_values,endo_C_III_normalized_values,average_K,st_deviation_K,average_C,st_deviation_C
Stx16,Syntaxin-16,1.2786224371285886,1.192528984174821,1.307869529929268,1.202124814964543,,1.235575710651705,0.04304672647688379,1.2549971724469056,0.05287235748236252
Snx17,Sorting nexin-17,0.7748015130293262,0.7738527105766397,0.6860819161284263,0.6797590437745297,,0.774327111802983,0.0004744012263432351,0.682920479951478,0.003161436176948307
Ppme1,Protein phosphatase methylesterase 1,1.2863717762699896,1.043278289244266,0.4419925715179113,1.0334874240143632,0.5791270537158215,1.1648250327571277,0.12154674351286177,0.684869016416032,0.25278787172808137
Lrch3,DISP complex protein LRCH3,1.0312470869461714,1.3134682804559918,0.9331187955808756,0.9624744080302653,,1.1723576837010816,0.14111059675491022,0.9477966018055705,0.014677806224694834
Ganc,Neutral alpha-glucosidase C,0.2627865710066376,0.278718255822796,0.14737170396455496,0.3511895229941804,0.04279382128436212,0.2707524134147168,0.00796584240807921,0.18045168274769915,0.12805647440483112
Rsl1d1,Ribosomal L1 domain-containing protein 1,0.04108393554145726,0.07365161694243322,1.0310667481002183,0.2695064219520188,0.9107442401575437,0.05736777624194524,0.016283840700487977,0.7371058034032604,0.3342716087551075
Ss18l1,Calcium-responsive transactivator,,,1.4300047911011635,1.4597210291747436,,,,1.4448629101379535,0.014858119036790018
Pomgnt2,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",0.7708287830363455,1.024457093665369,0.9371641719244723,0.8732182536362194,,0.8976429383508573,0.12681415531451173,0.9051912127803459,0.031972959144126456
Usp38,Ubiquitin carboxyl-terminal hydrolase 38,7.9576940049246,1.6045794460616236,5.1285758955604965,2.0223855013044747,,4.781136725493112,3.1765572794314885,3.575480698432486,1.553095197128011
Maob,Amine oxidase [flavin-containing] B,25.40528197511464,23.98163970412545,15.759334765029642,22.926271970755074,12.543191935413676,24.693460839620045,0.7118211354945956,17.076266223732798,4.339955384199842
Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",4.4445392782882065,4.159928266718062,4.9964169129121485,5.338250608265101,1.5873007901154639,4.3022337725031345,0.1423055057850724,3.9739894370975706,1.6934037896191259
Ptges2,Prostaglandin E synthase 2,0.0695904452344181,0.196323850785071,,0.14540462495597672,,0.13295714800974456,0.06336670277532645,0.14540462495597672,0.0
B4gat1,"Isoform 2 of Beta-1,4-glucuronyltransferase 1",0.6416913120436923,0.633529404422006,0.8429727970117051,0.37061769639798264,0.0004446691779659308,0.6376103582328492,0.004080953810843169,0.4046783875292179,0.34480285145573597
Vps35l,VPS35 endosomal protein-sorting factor-like,0.4972631099953832,0.3189355662000863,0.12907938373567412,0.25875088422861897,0.0404192203887639,0.40809933809773474,0.08916377189764846,0.142749829451019,0.08965615678175524
Pithd1,PITH domain-containing protein 1,0.3368027170774155,0.795650091941798,0.04027482848410404,0.2160655780947565,0.7397942971043444,0.5662264045096068,0.22942368743219127,0.33204490122773495,0.2971198122985336
Rhpn2,Rhophilin-2,0.919480515949729,0.7880720622557208,0.835603212313065,0.8113315858699347,1.5192643617679378,0.853776289102725,0.06570422684700411,1.0553997199836458,0.3281514715146049
Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",9.641055525036164,7.447872838354094,5.931162700139801,11.252262266315395,3.2309901603557356,8.54446418169513,1.0965913433410348,6.80480504227031,3.332430519999288
Larp4,La-related protein 4,0.4661013565166681,0.16341064364747285,0.10228107121741115,0.3179983621780133,,0.3147560000820705,0.15134535643459765,0.21013971669771223,0.10785864548030108
Pkn2,Isoform 2 of Serine/threonine-protein kinase N2,0.4817877956149608,0.5464906615622023,0.6562025420139592,0.3328845866975315,1.2839990297771373,0.5141392285885815,0.032351432973620725,0.757695386162876,0.39486729333514436
Etf1,Eukaryotic peptide chain release factor subunit 1,4.525383817940316,3.646014561427754,2.98587957824008,4.354915942681819,0.9742620511313317,4.085699189684036,0.43968462825628096,2.771685857351077,1.3884318243171732
Slc39a11,Isoform 2 of Zinc transporter ZIP11,,,,,,,,,
Naa25,"Isoform 2 of N-alpha-acetyltransferase 25, NatB auxiliary subunit",0.5207474001923826,0.5958309921100294,0.5496260893335592,0.4658475990426384,,0.558289196151206,0.0375417959588234,0.5077368441880987,0.041889245145460385
Rbbp5,Retinoblastoma-binding protein 5,,1.1820786663424143,1.2779411234124605,1.5560935341629383,1.6124200947629972,1.1820786663424143,0.0,1.4821515841127983,0.14621811231134876
Pgam5,"Isoform 2 of Serine/threonine-protein phosphatase PGAM5, mitochondrial",0.2244649793794445,0.3999462274825371,0.7014011208056333,0.1942322530112273,0.5989260552273935,0.3122056034309908,0.0877406240515463,0.4981864763480847,0.21896181125111028
Pxk,Isoform 2 of PX domain-containing protein kinase-like protein,1.1346892949318004,1.137771971061993,1.1110019479694215,1.063382721271721,,1.1362306329968965,0.001541338065096265,1.0871923346205712,0.023809613348850234
Vps13c,Isoform 3 of Intermembrane lipid transfer protein VPS13C,2.8263438449370932,3.2442771974160514,4.065529359796422,3.098158912446901,1.2425563514143296,3.035310521176572,0.20896667623947907,2.8020815412192177,1.1713355650220483
Engase,Cytosolic endo-beta-N-acetylglucosaminidase,0.5256485521941933,1.0023208409759685,0.6348398702827237,0.6630410423224574,0.6346713345601309,0.763984696585081,0.23833614439088763,0.6441840823884374,0.013334061760203356
Fndc3a,Fibronectin type-III domain-containing protein 3A,1.440300301759667,1.723211322363941,1.5480995352891904,1.9714015328189762,0.35675168016290365,1.5817558120618038,0.141455510302137,1.2920842494236902,0.68358437987721
Osbpl2,Oxysterol-binding protein-related protein 2,0.0592748150555968,0.17176211583613044,0.18934064501743367,0.06597627463080533,0.672431684622799,0.11551846544586361,0.05624365039026682,0.30924953475701267,0.26170039798221323
Clptm1l,Lipid scramblase CLPTM1L,0.31647508549913883,0.0753003811262183,0.3371540794081137,0.1912256576709268,0.731443240739971,0.19588773331267856,0.12058735218646027,0.41994099260633716,0.22817977417219018
Commd2,COMM domain-containing protein 2,0.2621674530814609,0.4298570973658813,,0.8499182076847206,1.2232742478694463,0.34601227522367106,0.0838448221422102,1.0365962277770835,0.18667802009236284
Agap1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",0.6720678344992912,0.5293027552970666,0.4516032149133913,0.6174164208055901,1.0167283243947967,0.6006852948981789,0.0713825396011123,0.695249320037926,0.23718497351754225
Arfrp1,ADP-ribosylation factor-related protein 1,0.19785018114245922,0.25983254030526387,0.33259320463235115,0.01321179013259711,1.0821211986360153,0.22884136072386155,0.030991179581402323,0.47597539780032116,0.4480034753474015
Tmem87a,Isoform 2 of Transmembrane protein 87A,0.5514473980004239,1.1878342910548612,1.3320666060573951,0.3950238390865619,0.30889132966011384,0.8696408445276425,0.31819344652721865,0.6786605916013569,0.4633639801067246
Slc7a14,Probable cationic amino acid transporter,2.3816035521287744,3.1996293644688665,1.3270329594605885,2.8003160591686997,0.28513162804276637,2.79061645829882,0.4090129061700461,1.470826882224018,1.0318416221534332
Bri3bp,BRI3-binding protein,0.8522932392342961,,0.8993069480393053,0.9860134936183983,,0.8522932392342961,0.0,0.9426602208288518,0.04335327278954648
Tmx3,Protein disulfide-isomerase TMX3,0.20278134089089017,0.06460979557501956,0.06614384939950325,0.10999169484103886,0.19781919916513888,0.13369556823295486,0.06908577265793531,0.12465158113522701,0.05474658974824833
Usp47,Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 47,0.3583856783866232,0.2953391338127413,0.47488426110266185,0.19603065694909155,0.921154927084133,0.32686240609968226,0.03152327228694096,0.5306899483786288,0.29864918977955435
Slc44a2,Isoform 2 of Choline transporter-like protein 2,,,,,,,,,
Tbcd,Tubulin-specific chaperone D,1.0168371325304193,1.141916598064066,0.4356372115791232,1.2980110353725083,0.10302167695001836,1.0793768652972426,0.06253973276682334,0.6122233079672166,0.5035784472247512
Poglut1,Protein O-glucosyltransferase 1,0.13367822418029665,0.0021527598076192464,0.1222445886397594,0.10031085654131404,0.21178277962003855,0.06791549199395795,0.06576273218633871,0.14477940826703734,0.04821729275161717
Taok3,Serine/threonine-protein kinase TAO3,36.31555150619008,29.042396717415336,44.59937959465465,33.91154227003039,106.8626397690635,32.67897411180271,3.6365773943873734,61.79118721124951,32.167627033223596
Tbc1d17,TBC1 domain family member 17,2.5359745474497073,1.5950103459421359,2.111741058209279,2.5312652898375174,0.04682855956625587,2.0654924466959215,0.4704821007537857,1.5632783025376842,1.0858836685542943
Fam234b,Isoform 2 of Protein FAM234B,0.6990314770387214,0.6486475025569389,0.49752473316589413,0.5953481676383728,,0.6738394897978301,0.025191987240891223,0.5464364504021335,0.048911717236239355
Tnr,Tenascin-R,0.027492431370023572,0.38523812487423326,0.41824655448642406,0.2833408186735559,0.5620316681916053,0.2063652781221284,0.17887284675210485,0.4212063471171951,0.11379431058005751
Tbc1d4,Isoform 2 of TBC1 domain family member 4,0.995783078995308,0.9805076306247678,,,1.116969119625447,0.9881453548100378,0.007637724185270145,1.116969119625447,0.0
Ythdf3,Isoform 3 of YTH domain-containing family protein 3,1.3939599129809332,1.5629391204625678,1.3953976500201366,1.3465100951707034,0.4938347814137772,1.4784495167217506,0.08448960374081727,1.078580842201539,0.4139593095622586
Yars2,"Tyrosine--tRNA ligase, mitochondrial",0.6874716128586084,0.7421069708358015,0.7532333106996602,0.8556131712868865,1.291883870582833,0.714789291847205,0.02731767898859655,0.9669101175231266,0.23356136109774706
Fsd1l,Isoform 2 of FSD1-like protein,1.0422060825328576,0.5654666412529403,1.044998873733682,1.0182292908420179,,0.803836361892899,0.23836972063995865,1.03161408228785,0.013384791445832045
Cadps2,Isoform 5 of Calcium-dependent secretion activator 2,1.1784731290484334,1.026145802136081,0.829070315097787,1.0370243918857454,,1.1023094655922572,0.0761636634561762,0.9330473534917662,0.1039770383939792
Tor1aip2,Torsin-1A-interacting protein 2,0.2996526679792365,0.1807159393728588,0.5585497590310144,0.025554814467419504,0.44235164612685945,0.24018430367604765,0.05946836430318886,0.3421520732084311,0.22883890773841173
Eogt,EGF domain-specific O-linked N-acetylglucosamine transferase,1.2955015227317175,1.1691381515480226,,1.521709756008523,,1.23231983713987,0.06318168559184745,1.521709756008523,0.0
Ttc39b,Tetratricopeptide repeat protein 39B,0.20564923866812493,0.0444499706216499,0.4953616680052931,0.20588859460730524,0.8541112949296564,0.1250496046448874,0.08059963402323751,0.5184538525140848,0.2651390880806289
Parp12,Protein mono-ADP-ribosyltransferase PARP12,0.91541276708976,0.8251369787157682,1.242825488528173,0.7959804888835803,0.7863954509066743,0.8702748729027641,0.04513789418699593,0.9417338094394759,0.21293992525372493
Rint1,Isoform 2 of RAD50-interacting protein 1,0.29468320842283113,0.20283005981108082,0.0675243788714391,0.03331756882058794,,0.24875663411695598,0.045926574305875156,0.05042097384601352,0.01710340502542558
Dnm3,Isoform 2 of Dynamin-3,0.24374701260648196,0.07948125190282022,0.05218767074798724,0.03452049173959621,,0.1616141322546511,0.08213288035183086,0.043354081243791726,0.008833589504195515
Tigar,"Fructose-2,6-bisphosphatase TIGAR",0.31564853010468563,0.05726110912855329,0.28527448231566876,0.370665041553116,0.649488652451402,0.18645481961661947,0.1291937104880662,0.43514272544006233,0.15552281552124742
Ppcdc,Phosphopantothenoylcysteine decarboxylase,,0.8773393457511788,0.9993137576437404,,,0.8773393457511788,0.0,0.9993137576437404,0.0
Pogz,Pogo transposable element with ZNF domain,0.5854625721328626,0.5717469596705232,1.0892778146337911,0.7322599261120121,1.201952593072198,0.5786047659016929,0.006857806231169661,1.007830111272667,0.20021338056540955
Dcun1d2,Isoform 2 of DCN1-like protein 2,1.082091407402398,1.0569347203939754,1.1775009531821006,1.1788150151991301,,1.0695130638981867,0.012578343504211276,1.1781579841906153,0.0006570310085147746
Glmn,Glomulin,1.411913483214608,1.304250215545994,1.3931393154056007,1.4112741914386397,,1.358081849380301,0.053831633834307,1.4022067534221203,0.009067438016519547
Anapc2,Anaphase-promoting complex subunit 2,0.8970361318077527,,1.268720090153312,1.1423361427343228,,0.8970361318077527,0.0,1.2055281164438174,0.06319197370949459
Ncbp3,Nuclear cap-binding protein subunit 3,0.8340010878232949,0.6698673738127486,0.9981449434867841,0.919822884266495,,0.7519342308180217,0.08206685700527311,0.9589839138766395,0.03916102961014456
Dhx32,Isoform 2 of Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32,1.0120788826515295,0.9373237664169296,0.7290052094286533,1.6606953924673962,0.024777897697236664,0.9747013245342295,0.037377558117299925,0.8048261665310954,0.6700090176386765
Nhlrc2,NHL repeat-containing protein 2,0.5847384101025854,0.6242981309845054,1.2554008126669696,0.6183080226311979,,0.6045182705435455,0.019779860440959973,0.9368544176490837,0.31854639501788584
Srek1,Isoform 2 of Splicing regulatory glutamine/lysine-rich protein 1,0.41554391079781006,0.6906340650934295,0.7276914433338524,0.4333854468219486,,0.5530889879456198,0.13754507714780972,0.5805384450779005,0.1471529982559519
Map1s,Microtubule-associated protein 1S,0.13328537078173228,0.08478865426440232,0.3971458006193326,0.11949525579296914,0.9834897703593981,0.1090370125230673,0.024248358258664976,0.5000436089239,0.36015052363850353
Strip1,Isoform 3 of Striatin-interacting protein 1,0.7866859740291959,0.790129334678856,1.0507595065490842,0.7713012394053871,1.031948940065754,0.7884076543540259,0.001721680324830055,0.9513365620067417,0.1275356091214955
Taf5,Transcription initiation factor TFIID subunit 5,,1.24687470923755,,,1.39260591395825,1.24687470923755,0.0,1.39260591395825,0.0
Farsa,Phenylalanine--tRNA ligase alpha subunit,4.051023534331428,2.6451261728654534,4.177370368046931,3.4665716773343664,1.235901717988881,3.3480748535984404,0.7029486807329872,2.9599479211233928,1.2531454232148715
Efl1,Elongation factor-like GTPase 1,0.2444848021638201,0.2147532169891054,0.5796359673229998,0.27444598114477425,0.4090260556675148,0.22961900957646275,0.014865792587357346,0.4210360013784296,0.12488237402412111
Vps26b,Vacuolar protein sorting-associated protein 26B,0.8731105612145289,1.1320401252402128,0.6110059784751491,0.9914483080523555,0.4917463571407961,1.0025753432273707,0.12946478201284195,0.6980668812227669,0.2130887303865493
Atg16l1,Autophagy-related protein 16-1,0.7461945300601668,0.638918129527318,0.825875001665834,0.6973491038265193,1.1242334677007233,0.6925563297937424,0.05363820026642441,0.8824858577310256,0.178813043518263
Sowahc,Ankyrin repeat domain-containing protein SOWAHC,0.5923425022348634,0.509871665698897,0.6228065028959509,0.884727077696301,,0.5511070839668801,0.041235418267983215,0.7537667902961259,0.13096028740017507
Tmx4,Thioredoxin-related transmembrane protein 4,0.4667413575225902,0.335844074926346,0.030088537859287823,0.24069778499963482,1.0140171285413258,0.4012927162244681,0.06544864129812211,0.42826781713341616,0.4230175375453411
Paox,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,0.3024057682841228,0.1803399566898401,,0.4315283064134301,,0.24137286248698145,0.06103290579714135,0.4315283064134301,0.0
Cog5,Conserved oligomeric Golgi complex subunit 5,0.20049932482570093,0.4386713991911816,0.06934550112675397,0.37445461184617423,0.2853587306120473,0.31958536200844123,0.11908603718274033,0.2430529478616585,0.12810211239890149
Wdr59,Isoform 2 of GATOR complex protein WDR59,0.25379196135627535,0.378870764739216,0.4329307594870465,0.7362635463432803,0.2758958301444916,0.3163313630477457,0.06253940169147032,0.4816967119916062,0.19108147847149715
Asrgl1,Isoaspartyl peptidase/L-asparaginase,0.24328024431675188,1.2734228934058553,0.44783030400739565,0.7383074687284806,0.23526129265569656,0.7583515688613036,0.5150713245445517,0.47379968846385756,0.20618708416087927
Sipa1l1,Signal-induced proliferation-associated 1-like protein 1,1.4351693679019404,1.4102882212247758,1.4891848529694265,,,1.422728794563358,0.012440573338582284,1.4891848529694265,0.0
Ppp4r4,Isoform 2 of Serine/threonine-protein phosphatase 4 regulatory subunit 4,0.011341942690641461,0.1892419907588115,0.33992895258532574,0.09143203804998384,,0.10029196672472648,0.08895002403408503,0.2156804953176548,0.12424845726767095
Fam234a,Protein FAM234A,0.8271433151967147,0.14120066400294692,0.700404594516497,0.0075536881154995026,1.0064516397206502,0.4841719895998308,0.3429713255968839,0.5714699741175489,0.4178655139980702
Slitrk6,SLIT and NTRK-like protein 6,,,,,,,,,
Lnpep,Leucyl-cystinyl aminopeptidase,5.63170690553694,5.762150982145206,6.735172208232829,5.989685412980841,,5.696928943841073,0.06522203830413309,6.3624288106068345,0.37274339762599373
Ldlrap1,Low density lipoprotein receptor adapter protein 1,1.2618741723868578,1.3164109491610683,1.2299685328016534,1.209103597624847,,1.289142560773963,0.027268388387105214,1.21953606521325,0.010432467588403216
Exog,"Nuclease EXOG, mitochondrial",0.6545344916618056,0.9096085220852865,0.6280721636047283,0.34328441279486116,1.245676957842741,0.782071506873546,0.1275370152117405,0.7390111780807768,0.37665959436356244
Cpne1,Copine-1,1.1907367819359482,0.5287052199268522,0.6375388951928743,1.1288738504538487,0.0684612040446166,0.8597210009314002,0.33101578100454804,0.6116246498971132,0.4332992855199082
Prepl,Prolyl endopeptidase-like,0.8116424279631418,0.7231059551425303,0.7809151003222129,0.8269988808566471,1.2821173549103595,0.767374191552836,0.04426823641030575,0.9633437786964064,0.22619073570221093
Frs2,Fibroblast growth factor receptor substrate 2,,1.5148886823015382,1.56660366184447,,,1.5148886823015382,0.0,1.56660366184447,0.0
Mbnl2,Isoform 4 of Muscleblind-like protein 2,0.3716415239925187,0.38559047031299337,0.2741562022494773,0.35357148266746397,0.35675970015027686,0.37861599715275607,0.006974473160237332,0.32816246168907276,0.03821036706333414
Septin11,Isoform 2 of Septin-11,3.8932818500540427,3.275917463700674,4.223510557487201,4.453889565574562,1.4313181974002527,3.5845996568773586,0.3086821931766843,3.369572773487338,1.3737762367852404
Iws1,Protein IWS1 homolog,1.0675600796377729,0.9502671672568749,1.1499274346448622,1.0121582536372873,,1.008913623447324,0.058646456190449,1.0810428441410749,0.06888459050378748
Uqcc5,Small integral membrane protein 4,,1.2820013893742,1.4747828321258611,1.3583732959370687,,1.2820013893742,0.0,1.416578064031465,0.05820476809439623
Ccz1,Vacuolar fusion protein CCZ1 homolog,0.47769511959514344,0.7712030728771652,1.0520735164244734,0.6967848243328326,,0.6244490962361543,0.14675397664101086,0.8744291703786531,0.1776443460458204
Washc5,WASH complex subunit 5,1.2612736776158695,0.884978336509902,1.594885905809032,0.8421240026213552,0.3880182855712112,1.0731260070628856,0.18814767055298376,0.9416760646671994,0.49770494806180754
Rbm14,RNA-binding protein 14,3.474312876126969,3.6592064454781297,3.3666559186513934,3.515075542843796,1.66293044470341,3.5667596608025494,0.09244678467558032,2.848220635399533,0.8403141171933634
Suco,Isoform 2 of SUN domain-containing ossification factor,0.8199778187358786,0.28684089824006975,,0.8747603707737932,,0.5534093584879742,0.2665684602479044,0.8747603707737932,0.0
Fam120c,Constitutive coactivator of PPAR-gamma-like protein 2,0.5660332698571505,0.8002644007254779,0.7520007072887472,0.9948083901524143,0.41086224155712936,0.6831488352913142,0.11711556543416368,0.719223779666097,0.23951899208358124
Mettl3,N6-adenosine-methyltransferase subunit METTL3,1.0471208280778712,1.168541235880841,0.9089325108067935,0.9881573569983644,,1.107831031979356,0.06071020390148485,0.9485449339025789,0.03961242309578544
,Uncharacterized protein C1orf198 homolog,1.2699520334836154,0.9123297266321716,1.027592224634386,0.9187030823529284,,1.0911408800578934,0.1788111534257219,0.9731476534936572,0.054444571140728815
Ccdc90b,"Isoform 2 of Coiled-coil domain-containing protein 90B, mitochondrial",1.1568617742258605,,,,1.5299207732832705,1.1568617742258605,0.0,1.5299207732832705,0.0
Guf1,"Isoform 2 of Translation factor Guf1, mitochondrial",1.0770109225818827,1.1142508591518585,0.8687053007976177,1.089304852267898,,1.0956308908668706,0.01861996828498791,0.9790050765327578,0.11029977573514022
Lmf2,Lipase maturation factor 2,1.0896425696758296,0.8225624844354943,0.4014858264340719,0.8127152391292545,1.4443007964727703,0.956102527055662,0.13354004262016766,0.8861672873453657,0.42888395320456196
Yipf4,Isoform 2 of Protein YIPF4,0.2544332367568729,0.3722569398550765,0.4203147889981496,1.1576625526040711,1.0004974837289615,0.31334508830597474,0.05891185154910181,0.8594916084437273,0.3171040037299852
Gpr158,Probable G-protein coupled receptor 158,0.9130449927588895,0.7757817398835472,0.6033257522987698,0.8673618181365443,,0.8444133663212183,0.06863162643767118,0.7353437852176571,0.13201803291888725
Pex5l,Isoform 3 of PEX5-related protein,13.2872635127041,11.462813347305573,,0.19676468484296986,,12.375038430004837,0.9122250826992637,0.19676468484296986,0.0
Unc119b,Protein unc-119 homolog B,0.9013996761678171,0.908298611519943,0.9099243727606722,0.8335109221624115,,0.90484914384388,0.0034494676760629117,0.8717176474615418,0.03820672529913033
Aida,"Axin interactor, dorsalization-associated protein",0.3194085891142565,0.7958254679001354,0.6100051778996969,0.4622325294642162,,0.557617028507196,0.23820843939293945,0.5361188536819566,0.07388632421774033
Csnk1g3,Casein kinase I isoform gamma-3,0.9004270241677905,1.077772518171242,,0.9711190815908495,0.930982384880172,0.9890997711695163,0.08867274700172578,0.9510507332355107,0.020068348355338717
Nelfb,Isoform 2 of Negative elongation factor B,2.6425178504462163,3.033463078491675,4.2300006468311615,2.507493394238425,0.3294319843942783,2.8379904644689455,0.19547261402272945,2.3556420084879552,1.596016521449975
Endod1,Endonuclease domain-containing 1 protein,0.7605310453587651,1.3354011643157646,0.5252377917119154,0.6302791027153317,0.013390200260062877,1.0479661048372648,0.28743505947849973,0.3896356982291033,0.26947965329601115
Heatr5b,HEAT repeat-containing protein 5B,0.388445522261381,0.3663876439005772,0.35517905359174934,0.4023786419526382,,0.37741658308097914,0.011028939180401903,0.3787788477721938,0.023599794180444444
Lmbrd2,Isoform 2 of G-protein coupled receptor-associated protein LMBRD2,0.3968382607945052,0.8300970817918589,1.2480855910395359,0.7247569649484411,0.8301368141382596,0.613467671293182,0.21662941049867687,0.9343264567087455,0.2259938405293714
Rae1,mRNA export factor,0.19744332639439596,0.2621403144001369,0.019918499273696228,0.17048029221429742,0.6126640001838729,0.22979182039726642,0.03234849400287047,0.2676875972239555,0.251560135054218
Nadk2,"Isoform 2 of NAD kinase 2, mitochondrial",0.38475725415185036,0.7468289663008146,0.5145525634829029,0.3913813947530285,,0.5657931102263325,0.18103585607448214,0.4529669791179657,0.06158558436493719
Cnot2,Isoform 2 of CCR4-NOT transcription complex subunit 2,0.07019603758410792,0.14234012082261494,0.02066040486430035,0.20351243738536517,,0.10626807920336143,0.03607204161925351,0.11208642112483276,0.09142601626053241
Inpp5k,Inositol polyphosphate 5-phosphatase K,1.5018609050886917,,1.170584556597239,1.423001230386669,,1.5018609050886917,0.0,1.2967928934919541,0.126208336894715
Grsf1,G-rich sequence factor 1,0.7286074587431716,0.7644110922239397,0.7056253508408967,0.6511823624844397,,0.7465092754835556,0.017901816740384047,0.6784038566626682,0.0272214941782285
Ubqln3,Ubiquilin-3,6.3202475656088115,9.417391416741173,6.328633622803823,3.8686835133187887,1.4292404338421956,7.8688194911749925,1.548571925566181,3.8755191899882693,2.0001747340115967
Tbcel,Isoform 2 of Tubulin-specific chaperone cofactor E-like protein,,1.1422249091758807,,1.0489113542243298,,1.1422249091758807,0.0,1.0489113542243298,0.0
Septin10,Isoform 2 of Septin-10,0.17790498691026752,0.3249383638936932,0.28406906856637837,0.5239052896837347,,0.25142167540198035,0.07351668849171283,0.40398717912505655,0.11991811055867818
Cfap36,Cilia- and flagella-associated protein 36,0.5665972319807815,0.2061867963770036,0.5428853935447551,0.5371619331211952,1.5466884053966692,0.3863920141788926,0.18020521780188895,0.8755785773542065,0.47455206280673634
Cfap410,Cilia- and flagella-associated protein 410,1.355184840752491,1.149425185598845,,,,1.252305013175668,0.1028798275768229,,
Wdr26,WD repeat-containing protein 26,0.5498948454473609,0.5795752254413237,,0.7356732626121311,0.9531789713974974,0.5647350354443423,0.01484018999698139,0.8444261170048142,0.10875285439268317
Col6a6,Collagen alpha-6(VI) chain,0.5639329994645843,0.8102687094321368,0.5282158153794347,0.6111425647877957,1.2761458190192045,0.6871008544483606,0.12316785498377625,0.8051680663954782,0.33474790917119623
Hycc2,Isoform 2 of Hyccin 2,1.0670189376747938,1.1373262098174595,1.080940128462619,0.9457870741354469,,1.1021725737461265,0.03515363607133282,1.013363601299033,0.06757652716358603
Vps52,Vacuolar protein sorting-associated protein 52 homolog,0.04834883478696444,0.03617303985496099,0.09974884098582287,0.08252232061530362,1.095118468417143,0.04226093732096271,0.006087897466001725,0.42579654333942324,0.47333432004122106
Fam221a,Isoform 2 of Protein FAM221A,,,,,,,,,
Pcyox1l,Prenylcysteine oxidase-like,0.22933462834488258,0.4589027555803594,0.24654847316967096,0.28024611862727344,1.16972395105656,0.344118691962621,0.11478406361773842,0.5655061809511682,0.427467907653659
Trim9,Isoform 4 of E3 ubiquitin-protein ligase TRIM9,1.1601705955688106,0.8380480487631922,0.8999092973690874,0.781526368999845,1.229258449472368,0.9991093221660015,0.16106127340280924,0.9702313719471002,0.18942878978793085
Uba6,Ubiquitin-like modifier-activating enzyme 6,0.6761499755231263,1.0200116273994795,0.26740325242309787,0.8069766325494986,0.1301861566215508,0.8480808014613028,0.1719308259381766,0.40152201386471575,0.2921212290638594
Ccdc134,Isoform 2 of Coiled-coil domain-containing protein 134,0.25222554338914555,0.43639737235290516,0.3084281937776143,0.052890233942201076,0.8658806264001356,0.34431145787102535,0.0920859144818798,0.409066351373317,0.3394450113841904
Emc1,Isoform 2 of ER membrane protein complex subunit 1,0.13699148041671677,0.20185277042224709,0.230905560375188,0.2224504994388801,0.19730230119845013,0.16942212541948193,0.03243064500276516,0.2168861203375061,0.014271568307013083
Myef2,Myelin expression factor 2,4.898413922371013,4.805943182261833,5.785937728036426,4.919692560497364,2.3487604473783694,4.852178552316423,0.046235370054589886,4.351463578637387,1.4596141148804131
Itch,E3 ubiquitin-protein ligase Itchy,1.014124710903568,0.7926089081602761,0.8904629945942467,0.900452076815699,,0.903366809531922,0.11075790137164598,0.8954575357049729,0.0049945411107261695
Uba3,NEDD8-activating enzyme E1 catalytic subunit,0.01945405951627027,0.34652810933119627,0.02255604271946022,0.20012458895372395,0.8098919697920328,0.18299108442373327,0.163537024907463,0.34419086715507236,0.3371851962951498
Ank2,Isoform 4 of Ankyrin-2,0.42603591719968925,0.4189393463885876,0.41795653684646067,0.39663029935789856,1.073982280718141,0.4224876317941384,0.0035482854055508273,0.6295230389741667,0.31440071594498215
Tsr2,Pre-rRNA-processing protein TSR2 homolog,1.020370994981094,0.3374597292623683,0.8922286648917274,0.4206894696952832,,0.6789153621217311,0.34145563285936287,0.6564590672935053,0.23576959759822208
Ppfibp1,Isoform 3 of Liprin-beta-1,,1.2233607504709965,0.946428078063095,1.0378085059700553,,1.2233607504709965,0.0,0.9921182920165752,0.04569021395348011
Tmem163,Transmembrane protein 163,6.251234336202647,7.732888073753161,6.9113839684034355,7.540232124040178,2.796805453200195,6.9920612049779045,0.7408268687752568,5.749473848547936,2.103576397531275
Dido1,Death-inducer obliterator 1,0.8666572814578803,0.8460715741067888,0.7933479753372055,0.7682677676800295,,0.8563644277823346,0.010292853675545777,0.7808078715086175,0.012540103828588
Gan,Gigaxonin,,1.4785450222663727,1.4509720669701032,,,1.4785450222663727,0.0,1.4509720669701032,0.0
Iba57,"Putative transferase CAF17 homolog, mitochondrial",0.10916464788390162,0.29781962799581024,0.4062297966837389,0.06752656147747893,0.9987153838517554,0.20349213793985593,0.09432749005595431,0.4908239140043244,0.3848335391158405
